longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-120.18,36.87,51,858,164.0,2975,1263,3.7512,225141,INLAND
-120.81,33.05,3,2963,510.0,1682,558,2.0707,199909,<1H OCEAN
-115.0,41.95,42,3863,882.0,2424,827,2.3031,161062,<1H OCEAN
-115.99,33.05,34,5186,1171.0,562,373,4.4169,308029,INLAND
-114.65,39.1,32,7922,1580.0,265,1768,5.6309,283871,<1H OCEAN
-123.06,41.84,45,1681,283.0,3381,1664,1.3476,160925,NEAR OCEAN
-116.99,34.77,51,7456,1142.0,2222,1332,2.8078,239087,INLAND
-114.92,33.85,49,3931,525.0,3203,238,0.5,90921,INLAND
-122.49,33.65,21,7462,1239.0,1756,670,4.7294,325835,NEAR OCEAN
-123.64,35.38,46,651,113.0,2156,1388,2.7429,198806,INLAND
-116.89,33.46,44,2675,556.0,1617,1341,2.4124,136683,NEAR BAY
-118.56,39.08,21,3422,703.0,2258,281,3.4707,232283,<1H OCEAN
-115.88,33.09,44,1737,224.0,2381,1318,3.0622,229801,INLAND
-122.9,37.34,11,7743,1327.0,2203,300,2.4214,276837,<1H OCEAN
-116.35,41.97,39,3293,472.0,1178,949,4.3119,212003,<1H OCEAN
-122.28,40.23,4,1082,151.0,3560,1753,3.1019,322846,<1H OCEAN
-122.66,38.34,51,4608,1048.0,4373,448,11.709,500001,INLAND
-122.66,35.41,1,4268,535.0,3703,1779,7.9457,480060,<1H OCEAN
-116.15,38.43,28,5135,896.0,2415,824,4.6401,258182,<1H OCEAN
-117.65,37.51,24,2766,392.0,4947,1264,2.2838,113180,ISLAND
-119.07,36.55,35,3477,814.0,2971,1418,1.4015,160375,NEAR OCEAN
-120.71,33.74,13,574,110.0,4617,1129,4.3385,261168,INLAND
-115.53,40.92,47,4746,712.0,1129,1713,8.54,421934,NEAR OCEAN
-120.38,36.77,34,3897,722.0,3561,1374,5.358,350901,NEAR BAY
-116.13,34.35,11,3262,701.0,2791,754,15.0,500001,INLAND
-119.91,35.99,36,4890,1195.0,3070,462,0.6443,77913,<1H OCEAN
-120.53,36.43,51,3450,512.0,278,138,6.8595,445966,NEAR OCEAN
-119.67,40.36,17,5529,1300.0,220,670,2.5161,201931,INLAND
-121.29,39.47,35,4795,1157.0,344,1575,1.7754,187746,<1H OCEAN
-116.82,39.81,18,4759,1138.0,4334,1100,5.9654,336494,INLAND
-119.27,32.6,40,7491,1517.0,475,408,1.8981,185713,<1H OCEAN
-121.98,36.45,22,312,62.0,968,1149,2.3827,328023,NEAR BAY
-115.3,37.07,24,5331,919.0,3303,987,3.4044,179305,<1H OCEAN
-120.46,32.68,19,3397,739.0,548,132,5.755,327284,NEAR BAY
-118.86,34.97,37,7932,1499.0,2859,921,2.71,216432,NEAR OCEAN
-115.24,39.72,39,2578,536.0,875,883,3.5134,236645,INLAND
-118.06,33.8,21,2124,373.0,3829,1199,1.8761,114469,INLAND
-123.13,37.59,8,7650,1645.0,1908,1080,3.1769,223763,<1H OCEAN
-114.9,34.54,28,339,77.0,2168,1785,6.1051,327435,<1H OCEAN
-118.02,32.62,5,1624,225.0,195,559,4.8759,290243,<1H OCEAN
-120.95,34.79,17,3149,718.0,4615,708,3.4462,269807,INLAND
-122.91,41.77,37,3368,640.0,3627,1018,1.8792,162318,INLAND
-116.36,40.11,36,716,164.0,242,1135,0.8906,103922,<1H OCEAN
-118.1,41.62,19,2816,495.0,3938,457,7.1837,372357,<1H OCEAN
-118.97,37.13,27,6243,1056.0,101,1637,0.7525,76093,NEAR BAY
-115.36,33.54,34,7189,1717.0,2460,851,5.6183,312127,<1H OCEAN
-116.41,37.71,11,7436,1135.0,1870,1532,2.7237,181938,NEAR OCEAN
-122.78,36.82,45,6461,1484.0,3014,1215,2.5256,261972,<1H OCEAN
-121.18,40.52,47,1087,198.0,2571,961,1.1074,146421,INLAND
-121.82,33.43,12,7426,1387.0,1919,1455,2.3425,279586,<1H OCEAN
-116.86,37.14,21,3304,528.0,2618,1561,1.3085,76252,INLAND
-123.96,33.93,11,5637,1096.0,1917,1091,3.6536,246842,INLAND
-118.6,35.58,39,249,40.0,2788,540,4.4814,289664,<1H OCEAN
-116.68,39.5,28,4151,519.0,3319,422,0.8034,116327,INLAND
-115.53,37.02,5,3760,584.0,3249,742,4.5906,283302,INLAND
-120.88,36.07,17,218,26.0,2629,523,5.1403,366199,INLAND
-116.09,36.25,20,5021,1241.0,4055,1253,3.4038,201504,NEAR OCEAN
-123.19,36.86,41,6540,1605.0,4985,1308,1.3856,185716,<1H OCEAN
-115.84,39.96,46,1673,286.0,290,1232,7.1052,436746,INLAND
-123.03,40.97,12,4261,914.0,3490,576,3.0833,238626,NEAR BAY
-120.33,41.58,6,2806,462.0,4681,623,8.1426,500001,NEAR OCEAN
-116.33,39.98,17,651,134.0,1457,418,6.1307,364664,NEAR BAY
-122.8,35.5,51,6632,1490.0,3552,1451,3.551,275138,<1H OCEAN
-122.01,39.04,19,5460,1327.0,4088,1785,1.9274,269761,NEAR OCEAN
-117.08,36.66,26,5403,929.0,132,187,1.2301,124244,INLAND
-117.1,34.92,48,3965,879.0,3818,1057,5.174,322858,<1H OCEAN
-117.89,40.49,44,2638,407.0,1000,196,0.946,124003,NEAR OCEAN
-117.36,32.87,44,7958,1979.0,660,1521,2.0801,145950,INLAND
-118.87,41.07,52,4510,556.0,4719,989,3.113,153943,<1H OCEAN
-121.78,36.88,32,1749,347.0,3655,438,6.6028,480242,<1H OCEAN
-120.84,38.55,6,6558,1349.0,4604,1465,0.5,73969,NEAR OCEAN
-122.48,38.76,36,3674,769.0,3333,1257,3.4366,255018,<1H OCEAN
-115.22,41.0,38,327,44.0,2223,223,1.616,119925,<1H OCEAN
-118.47,38.55,11,6141,1486.0,3534,264,1.9668,125196,<1H OCEAN
-120.29,38.33,33,7844,1126.0,1572,747,6.5284,398654,<1H OCEAN
-119.68,33.13,24,5055,1015.0,2651,1203,6.5177,369591,NEAR OCEAN
-114.83,37.42,23,6747,1004.0,2707,1212,3.6754,247309,INLAND
-122.77,33.93,15,7396,1182.0,2209,1332,6.586,372884,INLAND
-118.44,39.51,27,6111,1167.0,2499,845,7.1581,375152,NEAR BAY
-119.24,37.37,11,6681,1164.0,3880,433,1.3721,141764,INLAND
-118.19,38.96,51,7174,1010.0,171,922,7.4965,409809,<1H OCEAN
-124.12,32.9,50,2961,421.0,4418,707,10.7721,500001,NEAR OCEAN
-115.58,33.31,17,4656,811.0,1367,1364,1.0777,81274,INLAND
-114.98,39.31,51,4864,1062.0,4543,97,6.2336,325174,<1H OCEAN
-118.65,33.18,14,1615,382.0,2568,1516,4.2333,280201,INLAND
-117.33,33.18,27,6561,859.0,1280,117,0.5,22998,NEAR OCEAN
-115.08,32.62,18,5893,1008.0,1183,246,2.8765,199929,NEAR OCEAN
-117.23,41.59,28,5988,796.0,1351,30,0.5,111414,NEAR BAY
-122.77,39.51,51,401,48.0,4084,1188,1.365,146160,NEAR OCEAN
-118.54,35.86,47,6360,1310.0,1960,1750,5.2479,300337,NEAR OCEAN
-118.23,35.32,47,2569,509.0,1555,1404,4.0564,298764,NEAR OCEAN
-120.06,35.82,4,717,101.0,3235,169,3.6782,276334,<1H OCEAN
-116.94,39.86,7,7937,1193.0,1966,647,1.3584,139289,<1H OCEAN
-114.96,38.78,45,5644,694.0,4965,162,1.2966,146732,INLAND
-115.04,34.26,35,5731,1309.0,3598,1673,4.0616,295752,INLAND
-119.79,34.15,48,1541,380.0,2807,207,3.8562,260813,<1H OCEAN
-123.17,33.43,9,4976,684.0,2006,839,4.7654,311351,<1H OCEAN
-114.45,38.77,8,2188,328.0,228,1411,7.0825,405912,<1H OCEAN
-115.91,39.76,52,7449,1734.0,946,409,2.4026,163649,INLAND
-123.05,35.02,45,3745,900.0,1601,937,2.4181,194144,NEAR OCEAN
-115.09,32.7,17,5787,1010.0,541,687,8.0118,403292,NEAR BAY
-115.6,33.28,17,4720,597.0,110,479,4.5383,273863,INLAND
-119.11,41.69,49,6264,783.0,1127,615,4.1876,253514,NEAR OCEAN
-118.39,35.31,33,4002,778.0,2945,492,2.1094,156211,INLAND
-120.31,39.81,32,6008,1027.0,4210,1019,4.2284,255220,<1H OCEAN
-123.75,38.43,8,3475,429.0,3733,1161,2.9268,269312,<1H OCEAN
-120.95,36.13,19,3854,754.0,635,151,10.6643,500001,INLAND
-116.27,34.45,38,7362,894.0,4010,46,3.8783,215466,<1H OCEAN
-124.25,33.65,3,2634,585.0,3820,1249,6.2665,349992,INLAND
-120.97,38.34,5,5073,810.0,584,356,6.237,418632,INLAND
-120.32,39.86,13,6441,806.0,3512,347,3.4045,266368,<1H OCEAN
-118.93,38.62,47,7712,1515.0,4061,838,1.1277,112545,NEAR BAY
-115.1,37.54,46,6122,1051.0,3448,1532,6.0644,332854,INLAND
-120.84,32.9,31,407,100.0,2205,1305,3.1297,258582,<1H OCEAN
-120.83,41.7,16,5833,1112.0,1054,532,2.3164,192240,INLAND
-116.92,40.09,50,5955,927.0,2549,148,3.3327,168423,INLAND
-119.78,35.28,32,2833,601.0,376,1727,1.071,150229,<1H OCEAN
-122.05,41.81,22,6509,1010.0,4753,739,3.0621,301189,<1H OCEAN
-119.78,38.22,29,4317,1025.0,2756,1551,2.8796,229376,INLAND
-122.89,38.03,22,353,59.0,51,1539,4.3863,326379,NEAR BAY
-122.54,39.61,43,6258,1198.0,1083,74,2.2646,240983,INLAND
-119.32,40.21,3,7806,988.0,2531,343,4.1117,253003,NEAR OCEAN
-120.11,38.74,10,3566,625.0,174,1232,5.2561,309409,NEAR OCEAN
-115.15,33.72,42,4514,1030.0,1154,447,4.2487,216147,<1H OCEAN
-120.68,35.71,21,4964,1115.0,2749,585,0.8582,124831,INLAND
-118.49,41.32,16,1718,256.0,1911,1131,2.7411,213673,<1H OCEAN
-117.98,34.63,12,6573,981.0,2970,355,4.4561,312339,<1H OCEAN
-124.17,36.04,2,6363,1439.0,178,1743,5.5399,374147,INLAND
-117.66,36.6,41,2800,674.0,487,1410,1.6931,148642,INLAND
-122.52,36.67,24,5245,694.0,4896,1469,4.35,376353,<1H OCEAN
-114.69,38.32,35,2395,427.0,2598,544,2.3008,152382,NEAR OCEAN
-122.81,41.46,30,7475,1224.0,3179,243,2.9207,215573,INLAND
-120.15,34.79,30,4698,1095.0,1271,103,0.6534,179660,NEAR BAY
-123.45,33.65,47,4891,640.0,951,1616,0.5,139708,<1H OCEAN
-114.33,34.38,35,3754,553.0,3218,1632,2.6599,130957,NEAR BAY
-119.28,40.93,19,2614,569.0,4536,538,1.6996,203576,<1H OCEAN
-118.35,38.64,50,5733,726.0,3968,361,6.2817,332631,<1H OCEAN
-123.63,35.22,8,7676,1412.0,1117,1146,4.8864,301145,NEAR OCEAN
-116.8,40.25,26,3049,541.0,76,717,5.5654,345278,INLAND
-122.2,40.68,49,7261,1186.0,597,686,0.5771,231820,INLAND
-115.32,40.54,40,5453,934.0,2718,1572,1.9446,117016,INLAND
-122.25,41.23,7,1942,366.0,616,1322,2.6745,324482,<1H OCEAN
-122.39,34.9,30,1506,212.0,753,1429,1.0246,220247,INLAND
-123.93,39.67,7,4049,786.0,4330,1057,4.2964,260540,<1H OCEAN
-119.58,36.88,3,4368,981.0,3190,1191,2.0554,168975,INLAND
-118.65,40.5,1,4776,1045.0,1640,1284,3.8211,291916,<1H OCEAN
-123.64,39.42,36,7719,1080.0,4993,629,4.1681,237565,NEAR BAY
-116.54,39.88,25,4855,676.0,4744,1582,2.8875,234578,INLAND
-119.77,38.73,37,7693,1191.0,855,1105,4.4717,313058,INLAND
-119.06,34.19,1,5040,841.0,3841,1699,1.3963,156178,NEAR BAY
-119.89,37.68,15,5762,997.0,1407,1776,3.5644,252580,INLAND
-120.29,41.85,37,4395,915.0,3275,354,3.2381,300169,<1H OCEAN
-118.7,41.41,13,5378,684.0,3668,1021,6.5716,434143,<1H OCEAN
-122.75,32.91,40,2755,343.0,2176,1784,0.6483,136430,INLAND
-122.48,34.07,8,2505,428.0,2510,746,3.6114,322230,<1H OCEAN
-115.68,33.75,5,4708,991.0,595,752,3.187,260138,INLAND
-114.84,39.4,9,7819,1134.0,2778,306,2.3871,142250,<1H OCEAN
-120.57,40.27,1,1288,261.0,3784,565,0.5887,135514,<1H OCEAN
-121.59,34.53,36,2842,437.0,2612,1539,1.0975,225886,INLAND
-117.86,37.31,35,1377,323.0,2129,1569,2.0801,102340,NEAR BAY
-120.21,40.49,2,6304,1490.0,2691,181,3.6341,282154,INLAND
-124.05,39.46,40,6609,1048.0,3164,984,1.1806,109654,NEAR BAY
-122.74,37.65,23,5116,766.0,1976,1536,6.1958,410787,NEAR BAY
-117.14,38.11,9,7446,1291.0,666,288,2.9517,232754,<1H OCEAN
-117.71,37.33,34,7682,1162.0,3694,353,5.1358,227790,<1H OCEAN
-124.03,35.33,46,4957,1028.0,1253,1046,7.6398,456871,NEAR OCEAN
-122.08,37.87,14,3194,726.0,1809,898,1.4562,305567,NEAR OCEAN
-121.99,39.04,4,759,157.0,2615,1221,0.5,195015,INLAND
-117.58,40.8,30,3164,718.0,3224,717,2.5163,198209,ISLAND
-124.1,38.54,31,7234,1241.0,3131,339,1.1181,178760,<1H OCEAN
-123.26,39.73,38,1471,206.0,2680,832,11.0827,500001,<1H OCEAN
-116.3,34.02,11,2013,434.0,3211,1532,3.2655,232056,INLAND
-122.51,36.88,35,3115,519.0,4371,1109,3.3333,320049,INLAND
-117.77,32.59,8,809,167.0,719,649,1.3599,149034,<1H OCEAN
-121.92,34.84,3,2661,412.0,3218,502,6.2707,463669,<1H OCEAN
-123.31,39.4,14,4320,564.0,2171,1349,4.5001,277427,<1H OCEAN
-121.87,41.92,13,6324,1574.0,4128,490,2.4486,324673,INLAND
-117.08,33.44,45,483,67.0,4201,1377,4.0864,250260,NEAR OCEAN
-115.74,36.31,32,5768,1433.0,769,843,3.7516,202366,NEAR OCEAN
-116.0,40.1,34,3128,772.0,2650,875,4.7483,265561,INLAND
-120.33,34.44,45,4596,1025.0,3648,1194,2.2832,209975,INLAND
-117.62,37.77,19,1291,265.0,4719,696,3.2689,168145,INLAND
-122.25,39.46,38,5326,1039.0,716,291,2.2121,260082,<1H OCEAN
-121.37,38.35,16,1016,236.0,333,1473,1.7594,198691,<1H OCEAN
-115.34,34.29,2,7504,1182.0,3953,1797,3.6803,265276,<1H OCEAN
-124.17,35.88,40,7531,1361.0,3615,1294,1.1768,84027,NEAR OCEAN
-123.44,39.95,17,282,56.0,2284,384,7.9123,485691,NEAR OCEAN
-122.22,37.77,34,2120,367.0,4643,799,3.4614,361226,INLAND
-124.03,32.55,42,3691,648.0,1515,1642,1.2856,92244,INLAND
-122.49,39.73,16,3344,544.0,179,209,5.7756,349057,<1H OCEAN
-118.47,32.84,38,7604,1470.0,4784,95,3.3291,276499,INLAND
-120.09,39.58,2,2293,528.0,2110,849,0.999,109370,INLAND
-115.37,34.42,2,4913,718.0,3722,1401,1.8155,234201,INLAND
-116.13,41.6,26,7271,1755.0,2544,200,2.896,137978,<1H OCEAN
-120.88,36.0,13,6605,1384.0,1042,503,1.1687,168447,NEAR OCEAN
-121.71,35.61,47,375,,2171,563,7.1755,478474,INLAND
-120.5,33.91,31,5485,1054.0,2634,1420,3.7262,261433,NEAR OCEAN
-118.4,35.4,34,2904,642.0,4246,1160,3.824,258577,NEAR OCEAN
-121.62,40.83,39,5137,627.0,2273,468,1.8526,247682,ISLAND
-118.06,41.97,3,569,128.0,4572,864,5.0808,293970,<1H OCEAN
-120.21,36.0,8,2018,252.0,3238,256,4.2947,256599,<1H OCEAN
-118.78,36.76,23,2301,542.0,3287,1497,2.7961,232802,<1H OCEAN
-119.94,39.36,14,4985,1241.0,4186,471,3.0769,246321,<1H OCEAN
-121.36,40.92,27,3690,583.0,4574,425,7.8266,487097,INLAND
-114.82,38.13,29,1979,291.0,393,757,2.04,168028,INLAND
-116.66,36.22,39,7874,1728.0,4511,1634,5.1002,316236,INLAND
-122.9,36.42,39,1564,239.0,4754,113,3.0508,233381,<1H OCEAN
-115.62,39.11,1,7494,1742.0,4873,1668,3.6615,241913,NEAR OCEAN
-119.43,32.53,17,5728,763.0,2326,1604,2.6769,185886,<1H OCEAN
-115.35,38.39,41,4662,635.0,4970,1066,8.6574,473251,<1H OCEAN
-116.3,35.88,30,3542,875.0,3251,722,3.9732,235410,INLAND
-120.05,40.04,13,4939,1025.0,938,522,4.0479,291354,NEAR OCEAN
-124.08,33.38,21,3876,891.0,2093,1321,1.0858,124548,<1H OCEAN
-121.61,38.09,19,2626,425.0,1391,1578,1.7379,246030,<1H OCEAN
-118.88,37.07,19,272,56.0,3770,1173,4.1098,231985,INLAND
-117.97,38.6,25,3162,623.0,2933,999,2.7541,194840,<1H OCEAN
-121.72,33.12,22,5567,1104.0,4262,382,1.1412,237960,<1H OCEAN
-122.91,38.01,31,1059,221.0,2465,1110,5.6298,385891,INLAND
-115.95,37.83,17,4056,790.0,1167,69,1.2153,121725,<1H OCEAN
-114.46,37.83,23,4338,,4313,1389,9.4722,500001,<1H OCEAN
-119.04,38.23,32,2624,409.0,3051,669,4.5009,311128,INLAND
-122.58,38.93,10,1264,277.0,1788,202,2.9787,294644,NEAR BAY
-121.58,40.15,10,2417,361.0,1414,1600,2.5144,278522,NEAR BAY
-124.12,35.06,36,4217,,2758,288,1.6797,187144,<1H OCEAN
-115.16,40.34,8,2459,,4840,546,0.5,131345,<1H OCEAN
-123.12,37.23,52,5812,1169.0,974,759,1.5084,166102,<1H OCEAN
-118.53,33.23,20,3951,857.0,201,552,4.1224,289347,<1H OCEAN
-121.56,33.06,32,2286,339.0,635,868,0.9711,198560,INLAND
-118.76,35.68,50,568,72.0,962,146,2.2609,165624,INLAND
-117.79,39.96,14,3004,411.0,2371,213,8.8727,465070,INLAND
-116.0,39.22,50,350,69.0,545,1169,1.7492,146717,<1H OCEAN
-122.24,39.99,28,1334,307.0,3845,191,0.632,163609,<1H OCEAN
-124.19,37.41,46,5799,729.0,2198,1632,1.0577,160538,INLAND
-122.93,36.68,52,5755,1239.0,606,1765,9.2781,500001,<1H OCEAN
-115.3,33.9,24,5366,882.0,1602,572,3.3079,210883,INLAND
-115.56,35.62,15,5319,969.0,2170,1640,1.4619,166662,INLAND
-118.33,36.62,22,5894,1418.0,3135,1290,4.0068,256318,INLAND
-118.29,33.34,30,2984,486.0,3554,868,1.3009,176967,INLAND
-117.65,34.6,4,6336,1143.0,206,1119,0.5,74792,INLAND
-122.55,38.18,13,5685,692.0,784,1123,7.2185,428694,<1H OCEAN
-115.16,39.49,23,4364,569.0,4704,476,2.504,163112,<1H OCEAN
-120.11,41.98,8,2546,391.0,3326,445,5.0037,232628,INLAND
-120.47,41.36,18,5239,647.0,204,561,2.3658,232922,<1H OCEAN
-119.11,38.6,12,5097,1029.0,1046,470,3.0847,186204,INLAND
-123.83,36.5,31,6639,,2344,767,3.0495,211700,INLAND
-122.64,38.54,14,2450,468.0,4676,493,3.9365,330094,NEAR OCEAN
-116.92,39.96,34,260,37.0,2955,425,0.8402,106053,NEAR BAY
-123.47,33.62,18,5241,830.0,4874,740,6.8591,396171,<1H OCEAN
-118.27,36.39,34,3210,662.0,1227,1604,4.1879,199071,ISLAND
-121.85,40.48,11,4101,1006.0,203,1710,2.5244,323057,INLAND
-120.41,36.15,41,1537,194.0,4237,1610,7.3259,449272,INLAND
-121.41,37.93,12,1384,326.0,1766,424,4.9455,418558,<1H OCEAN
-120.74,38.08,49,4626,902.0,3252,355,0.7691,123089,NEAR OCEAN
-117.11,34.25,15,1751,338.0,2907,1144,5.5585,271965,<1H OCEAN
-121.33,35.94,31,4633,857.0,836,779,1.5397,228949,NEAR OCEAN
-118.64,35.68,49,1829,235.0,4418,1123,0.6168,96517,<1H OCEAN
-119.54,32.75,29,1527,,4322,1219,1.2691,159307,INLAND
-117.66,32.73,26,1726,341.0,3817,671,8.4611,497436,<1H OCEAN
-114.93,40.4,18,1873,307.0,2928,243,4.7995,286209,<1H OCEAN
-116.97,35.09,32,1561,373.0,692,1654,3.3792,221958,<1H OCEAN
-122.15,37.42,22,1773,306.0,4712,1388,4.1148,362500,INLAND
-123.99,35.34,38,2886,400.0,715,398,5.4268,285255,<1H OCEAN
-121.68,41.44,17,4570,973.0,3476,1637,2.53,300727,INLAND
-118.35,34.96,23,5483,867.0,3833,1730,7.5436,446882,INLAND
-123.79,36.58,24,7810,1470.0,3751,78,3.0993,249149,NEAR OCEAN
-119.34,40.79,50,2566,540.0,1119,1105,0.5652,60955,INLAND
-118.33,40.5,8,6932,1643.0,2399,1342,9.437,493150,<1H OCEAN
-120.96,34.27,41,6847,1526.0,4553,1679,0.8518,195016,<1H OCEAN
-116.59,40.13,6,3957,822.0,1262,1292,6.4681,337492,<1H OCEAN
-123.23,36.85,5,2634,548.0,1202,162,0.5,165292,NEAR OCEAN
-123.55,37.09,44,2193,532.0,2561,1028,3.4662,256455,NEAR OCEAN
-117.02,33.77,29,1069,169.0,193,815,1.7672,165982,<1H OCEAN
-119.35,33.27,28,7176,862.0,2539,1219,4.1965,257574,<1H OCEAN
-117.42,39.42,11,1214,188.0,3278,1427,9.1303,480276,NEAR OCEAN
-119.95,37.22,1,2111,313.0,4632,402,2.4353,211870,NEAR OCEAN
-121.84,36.65,43,802,165.0,3255,1531,0.8788,176359,NEAR OCEAN
-116.11,39.43,19,4021,813.0,4293,508,3.4796,226570,NEAR OCEAN
-116.31,39.77,9,6095,1201.0,3192,861,2.4877,93712,INLAND
-117.35,34.01,27,890,108.0,3354,679,1.089,97508,<1H OCEAN
-121.58,38.3,34,693,148.0,1407,1644,4.666,371920,INLAND
-118.4,33.79,44,689,111.0,2763,711,0.5,128716,INLAND
-120.69,39.64,4,7064,1458.0,4235,1688,1.4962,186446,INLAND
-123.38,38.74,36,7440,1431.0,1407,717,4.0053,241554,INLAND
-115.13,41.59,18,2756,453.0,4344,1353,1.4981,157459,<1H OCEAN
-122.93,33.16,15,4685,644.0,4683,111,0.9025,124158,<1H OCEAN
-114.8,33.04,51,7986,1056.0,3242,116,5.0865,305611,<1H OCEAN
-119.84,35.18,13,494,112.0,350,254,3.5102,212252,<1H OCEAN
